tweet_id,sentiment,content
1962934564,sadness,My paycheck was nothing but a piece of paper.
1962934659,sadness,"@tahninial nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
1962934850,sadness,Not eating funnel cake at Mag Fest is what I am doing
1962935398,happiness,"@Aeire ahahaha, that happens to me all the time.  poor Angela!"
1962935508,sadness,Wish I was going back to the lake for the weekend...had a blast...miss my lil bro
1962936068,happiness,Wants to go catch happy hour @sonic to get me a strawberry lemonade slush (@ameshaye put me on them)...but i dont have my car...super
1962936473,sadness,@laydieluck777 damn  real sorry to hear that ma
1962937463,sadness,@meganduffy aww I miss u too! Haven't ate
1962937480,sadness,@aliasgirl18 Exactly!  He wouldn't say it if they'd hinted it to him. I will seriously die with him if it's true.
1962938750,happiness,@Minicooperr yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up
1962939900,happiness,"Just eaten, and feel extremely bloated...  now for the not so fun part."
1962948750,sadness,"@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old."
1962948919,happiness,About to present my project.
1962951120,sadness,R is going to be mad :/ Science of Sleep is missing and it's due back! I didn't even get to watch it!
1962951394,sadness,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto
1962951815,sadness,@binary42 I'm sorry you won't make it.
1962953305,sadness,has has an ok day with jo. She bit me and now its bruised.
1962953674,sadness,@birdsandbones meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/
1962954005,sadness,@jennjolie yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!
1962954195,sadness,@sirhova its been clownin since it got flooded in htown in april. Got it repaired or so I thought.
1962956352,sadness,I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas
1962956705,sadness,@sarahfenn I prefer overcast days too. Sorry it's hot where you are.
1962957022,sadness,ayy fml. nothing is perfect
1962957051,sadness,"@BabyStowz yea, feel like im bein ignored"
1962957867,sadness,about to start work and missing him like crazy.I wont be seeing him till Tuesday
1962959497,happiness,@jenrolton  awwwww  would a virtual high five make it any better?
1962960950,sadness,"@kurttheobald No problem. Unfortunately, I think it was just something I had to sort out on my own."
1962961308,sadness,I know I shouldn't be saying this but fuck it..I'm horny as hell  http://twurl.nl/8q6cjc
1962961597,sadness,"home, don't feel like going to work tomorrow"
1962962394,sadness,@mileycyrus AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
1962962547,sadness,"Had some fun in the sun,, Im not seeing my tan yet though      I want chocolate!"
1962969582,sadness,@Rckstar53 Why I gotta be all that?... I sad now
1962970052,sadness,wish i didnt have to go to work tonight
1962970496,sadness,Still not feeling well
1962970792,sadness,Biggest food fight/mosh pit ever and i miss it from across the school
1962971587,sadness,Fire call today missed it
1962972332,sadness,was gonna go to my brothers show but still feeling like poo :**(
1962973466,sadness,Is anyone else having a bad Friday? Is not a fun day today.
1962973782,happiness,Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn't buy anything old
1962975469,sadness,"Is on 'msn', but nones on! :@  :'("
1962976161,sadness,"Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with..."
1962978628,sadness,"at the risk of sounding like a whiny child, I gotta say...I WANNA GO HOOOOOOOOOOOOMEEEEE!!! Ugh."
1962980348,sadness,Prodigiy and The Crystal Method tomorrow for USC Birthday party and I have to work  first time I miss the Crystal Method. SAD!
1962981309,happiness,@tagscats thanks! You know that happens once in awhile
1962981317,sadness,@backstreetboys http://twitpic.com/3x3wq - impossible to know them closely
1962981646,sadness,"@jordanhowell nah just iplayer listening back to it, its not working"
1962982388,sadness,I just lost my favorite pen  good thing I have a back up =D
1962983841,happiness,"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i'm tired already"
1962990842,sadness,@AbbyRo good good same sched for me too sadly
1962991788,sadness,@stephenjerzak awww i didnt pass my speech
1962993010,happiness,Fever of 103. Awesome. My tonsils are so swollen I can't even eat solid food. Still on location  the pictures rule though
1962993771,sadness,Bye bye edinburgh  i don't want to leave
1962994117,sadness,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I'm go... http://znl.me/OSWGH"
1962994658,sadness,"@tommcfly helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI xx"
1962995628,sadness,what the fuck...ahaha i hate my life sometimes. why reply on only bad things  ..even if it wasn't bad and i was kidding but whatever! fml
1962995826,sadness,@Freebies4Mom will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it
1962997624,sadness,is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline &amp; its completely filled
1962998883,sadness,@loryanyumul i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.
1962999092,sadness,The most painful sound in the world to me is the crying of someone I love. What's worse is I can't even hold them and say I'm sorry
1963000451,sadness,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....
1963000578,sadness,"@Kathleen_Bee same here : /   Coincidently, my friend just cancelled our movie date"
1963001231,sadness,just woke up...dont want to go into work at 4
1963001495,sadness,Done with geology!! But I'm really missing my favorite sisters! Especially because they can't go to banquet tonight
1963001634,sadness,I'm so depressed right now. IDK...
1963002633,sadness,"holy wow, I think I could've slept all day! Soooo tired."
1963003799,sadness,@MovieTFan: Well that is just completely lame. I'm sorry dude.
1963004275,sadness,@ohcherub  Yeah I know what you mwan.
1963005262,sadness,Senior's last day.
1963005572,sadness,pics arent working for me here on twitter
1963005651,sadness,is sad coz hyd theka's dont have beer
1963005869,sadness,I'm so down again.  I wish I could share my problems with someone...
1963014403,happiness,http://twitpic.com/676tn - Home Sweet Home... I didn't have a picnic blanket though
1963014451,sadness,What do u see in her that i dont have  @Shadez
1963015916,sadness,Where is the sun!!
1963017746,sadness,"Arghh, just found out @ianknaan is going to be here at Rock the Bells and I can't go"
1963017987,sadness,Fb I hate when I try &amp; support my local bookstore &amp; they never have what I need
1963019411,sadness,have yet to start this paper due tonight. i have no motivation
1963019591,sadness,It figures. It starts raining as I am freed from work
1963019913,sadness,@supergirlnancy sorry  All the codes I have are posted on our site
1963020625,sadness,"@ekardmatt well you MY man, you and your truck are 900 too many miles away!!"
1963020677,sadness,Just found out that Mad Men season 3 is delayed until August.
1963020724,sadness,@jonjordan w00t! Glad to hear it! Though I am missing watching it outside the Igloo by a day
1963021089,sadness,"why i still lose followers?  the people hates me, THE WORLD hates me or maybe ... Read More: http://is.gd/Jg3I"
1963022176,happiness,@mileycyrus&quot;i wanna go to prom one day   &quot;i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy
1963022638,sadness,I hate not bringing my ipod to school
1963024167,happiness,My Pom pup is favoring her front paw.
1963027078,sadness,"@jaycool2k I do want to go for Peaches... but also Miss Kittin, pendulum, chase&amp;status and the bloody beetroots! its not fair"
1963028750,sadness,"Far too sick to sing.  I've got a post nasal drip and a sore throat, just sent my sorry I won't be there email"
1963037242,sadness,"Just helped save a runaway dog. he didn't want to be my friend, though."
1963037973,happiness,aahhhh the new pics from new moon are brill. I don't think I can wait 5 months
1963038587,sadness,bad mood now
1963038810,sadness,headache headache go away
1963039778,sadness,@oleg_s Can't test it...my demo license expired yesterday
1963039964,sadness,"Ugh, still sick. This Calgary cold has lasted forever."
1963041098,sadness,Still stupidly sick...cancelled our Philly trip. Sad day
1963041849,sadness,Sorry. Just think - 2.5 hrs till 2 days off!
1963042033,sadness,... Still feelin like blah... 3 more hours
1963042824,sadness,@velmadaria i'm still thinking about that *FKC* meal I missed yesterday
1963043557,sadness,Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me
1963044027,sadness,"bored, everyone has a social life except me, and i'm babysitting my brothers tonight til 10 and i dunno if ill be allowed out after that"
1963044656,sadness,she's gone   I miss my kay way already
1963045239,sadness,feelin lonely now after spendin the last 50 hours with my friends
1963047424,sadness,i think i'm gay
1963047425,happiness,@sunshineangel89 Yeah..  Of course next time. ;) ICQ?
1963048077,sadness,I came home thinking that maybe there was something good to eat. Apparently not.
1963048357,sadness,Looking for a special girl  im fed up of bein hurt
1963051246,sadness,@aldenpolicar how sad! are you saying that I'm fat?  *tears*
1963056237,sadness,@ the drs. in beverly hills...doctor's scare crap out of me
1963057964,happiness,woo exams nxt wk
1963058478,sadness,@stephmccall ugh I'm more worried about history on wednesday  I'm freaking out about it so much!
1963060930,sadness,Haha i bet a man did make heels! Im sorry you hurt though.  I hope you feel better!  ~Livelovesing~
1963064319,happiness,"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy"
1963065652,happiness,@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ngs glove
1963066509,sadness,@jflutie u never sent me carrie. ur an asshole. but an asshole that i miss
1963067090,happiness,tomorrow He'll gone to new home...I was Born single(our little puppy of basset hound)
1963068301,sadness,I can safely say I won't be a euro winner this week!!
1963068457,sadness,"@erickaditioner noooooooo  i miss you sooooooo much, gaah"
1963070419,sadness,I have no friends
1963070579,sadness,@RebeccaBlack_ I'M SORRY!!!!!!!!!!!!!!!! ahahah you and rachel look so much a like.
1963071449,sadness,has a headaaaaaaaaaaaache
1963072933,sadness,"@karenemcg yeah, that doesn't sound very good"
1963073210,sadness,crappy music on the radio
1963081315,sadness,"@XJakeXChaosX no  their playing in st.pete but its been sold out for months. im trying to go to the orlando one , i live in st.pete lol"
1963081546,sadness,"@musecrossing it's not the 10.5% so much as the A)Sugar and B)Taste ... lord that'll put ya down, and not in the fun way"
1963082476,happiness,Cubs: Wow! Big out to close the top of the 3rd. Bang-bang play to 1st. &amp; it's starting to rain.
1963083664,sadness,@MsTeagan Sadly cannot listen...  *sob*
1963084328,sadness,Im so bored well this is a crappy first day out of school
1963087560,sadness,i want to cry
1963087827,sadness,@Ashleypeaces left.  so sad. waiting for mom to come home. want to have papa johns for dinner.
1963088013,happiness,hanging out at school... last day for seniors
1963090120,sadness,im soo bored...im deffo missing my music channels
1963090637,sadness,@velcr0shoes Great... I'll check it when I get off work...  They block Sims at work...
1963091044,sadness,@Ziggy420 my friday feels boring too. no time for fun today and not so much in the mood for it either
1963091362,sadness,"@wynstonfernando i have to take 1 class in fall  , its cool though.. im okay with that"
1963091365,sadness,@EMPSFM I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good time
1963091425,sadness,Sometimes I wish I had my hair back
1963092483,happiness,So nice how Natalie taught Jameson &quot;why&quot;!!!
1963093175,sadness,"@mtmodular Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won't me me go"
1963101194,sadness,@birthdaytwin that's depressing
1963101565,sadness,"I just want this whole day to hurry up,"
1963101958,sadness,@AppleCharlotte unfair  I wanna go too.
1963104866,sadness,@shi819 my gaming thingy. Mine finally died after 5 years. RIP.
1963105619,sadness,@SlamboOutchea This is not my day
1963106014,sadness,Yea baby!! Im gonna miss you so much
1963106091,sadness,crashing from my WI high...missing mayfield
1963106549,sadness,I hate being sick.  Make me soup?
1963107653,sadness,So screwed for sat 2 us
1963109023,sadness,The sun is not cool
1963109541,sadness,is not feelin well... i feel sooooo weak....i hate bein sick in the summer
1963110280,sadness,17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing
1963110353,happiness,@jurisdiva its looking like the magic
1963110874,happiness,@WerewolfSeth i think my niece got me sickee  lame.
1963113263,sadness,so wanted to go to the Basshunter concert tonight.  so so so wanted to.
1963115191,happiness,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!
1963125140,sadness,i miss my boo
1963125259,sadness,"after bragging about kitten cuteness, my cat never came home  i wanna throw up"
1963125836,sadness,I really wanted that job
1963125839,sadness,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING
1963126145,happiness,"Eating Which Wich, yumm! Dont think I've had it since the season ended"
1963126448,sadness,@One_Call awww i wish i could but i have no talking minutes
1963126554,sadness,It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more
1963126773,sadness,Not in a good mood.  My mama's away with my sis so can't talk to either of them and my boy can't see me this weekend as planned.
1963127261,sadness,man i fucked up that test  playing cod now . 31 days till the summer !
1963127454,sadness,Is stuck in some long ass traffic on the motorway...I'm not gonna get home until after 10pm  I'm so tired...
1963128168,sadness,"its a beautiful night, im stuck inside feelin ill instead of being a crazzzzzzzy ass party!"
1963128883,sadness,@staceyi awww i missed it  twitpic?
1963129102,sadness,I am watching &quot;28 Weeks Later.&quot; Not as good at Days.
1963129919,happiness,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
1963130832,sadness,@OGVENOE I can't die  I have a lunch date with rocio coming up plus some new shoes UGH!
1963130958,sadness,NOT a good day. Sigh
1963131946,sadness,My tummy hurts...
1963133609,happiness,@goldi_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe
1963133710,sadness,missin the #ia2009 guys really
1963134264,sadness,"@chezery and Im just going into work... if we were married, we wud never see each other"
1963134925,sadness,"Gah, I'm jittery and upset for absolutely NO reason..."
1963135154,sadness,Rest in peace marshall
1963135610,sadness,@iaretanja I forgot to put something  on that is very essential to my day.
1963136218,sadness,Writing in yearbooks make me wanna cry
1963136237,sadness,Heeder's again and on Monday as well... absolutely no plans for the weekend
1963136453,happiness,wanna see JB 3D Movie Experience again   ... I wanna &quot;touch&quot; Joe again hehehe
1963137579,sadness,@sweet_pea00 darn  i will think of you on our journey so it's like you are really there
1963143378,sadness,@spyou Oh no!  I'm so sorry!    I hope you're back on the bike soon.
1963143902,sadness,"is locked out for the house! shit, thank god there's internet..."
1963144370,sadness,@angelofmusic11 and why can't toy story come out this june
1963145241,happiness,just realized tonight's Drake
1963145708,sadness,@tina_beanz damn sorry to hear that tina...
1963146887,sadness,"Assfuck, &quot;I'm sorry&quot; roll. Okay I gave in.  I'm such a sucker.  http://twitpic.com/677xt"
1963146987,sadness,#thingsmummysaid  You are the result of a broken condom.
1963147217,happiness,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*"
1963147640,sadness,@pinksealight oh lucky u!! i need to send mines away to get fixed
1963148051,sadness,My phone is so stubborn!! You'd think it had my genes or something!!
1963151769,sadness,"@thebeckyanne I'm giving my sis a show at my crib Sunday, she's an incredible jewelry designer, but you'll be gone"
1963152056,sadness,just watched UP in 3d - that movie is so beautiful but so sad at the same time
1963152487,sadness,"Also, WHERE IS MY TOY STORY 3 TEASER CARMIKE 14? YOU SAID THERE WOULD BE TOY STORY 3!  Movie theater fail"
1963152597,sadness,Porter is making be a sad panda
1963153462,sadness,whopee TGIF   that was more fun when i had a job
1963153505,happiness,Get a new one nxt wk!!!
1963153836,sadness,i'm at work starving
1963153910,sadness,@singpolyma aaaaaaaahhhhhhhh I hate the Internet  When will people learn &quot;native widgets are always best&quot;
1963154315,sadness,Man it's two o clock 2 more hrs till I have to be at work
1963154423,sadness,@ericcanaday is a no show for lunch. Eating solo at noodles
1963155007,sadness,@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.
1963155342,sadness,"Hi, is anybody else having problems with the Karma site? It's not working."
1963155739,sadness,"I wish I was out of school...But sadly, I still have like another month left."
1963155900,sadness,@sophhs cool. I'm tempted too see it again  I feel sorry for JB though because there were hardly any people
1963157199,sadness,@arizonaobvious  that sucks
1963157926,sadness,happy and sad  may her soul rest in peace
1963158199,sadness,I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well off to mow.
1963158341,happiness,@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!
1963158666,sadness,@Xulap Consider yourself lucky.  It hasn't rained here in ages.   It's depressing.
1963158702,sadness,I think shopping solves the world's problems. If only I didn't have to leave Atlanta tomorrow
1963159021,sadness,Had to spend lunch murderin hits
1963159500,sadness,@kerlikoiv very familiar.....sorry you're feeling that way
1963159735,sadness,@bigcitysomeone  I wish I could go. See ya at Warped for sure tho!
1963160439,sadness,feeling really dizzy  not soo good
1963166195,sadness,From Portugal to Derbyshire. At least sun is shining but lawn looks like Percy Thrower is Gardner-in-Residence! Weekend jobs =
1963169126,sadness,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:
1963169992,sadness,@lowestformofwit
1963171083,sadness,"Rain finally arriving, drat. Guess this means we'll have to picnic in the living room instead of at WolfTrap tonite."
1963171139,sadness,@AgesTheGreat ii DON'T HAVE ANY EiTHER
1963172473,happiness,@flahmanow  nï¿½o te vi onteeeeeeem
1963173602,happiness,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.
1963174232,sadness,@contentwhore  lure her in with a foot massage!
1963174602,sadness,@alltimebritt  why not now you made me sad I thought you'd be jumping for joy
1963177066,sadness,Getting my hair done...missing him
1963177811,sadness,O dios acaban de tocar The Pains Of Being Pure At Heart en el primavera sound  life is not fair
1963179332,sadness,someone doesn't feel good...
1963180218,sadness,"@wholee Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we'll have to mis the TT Bday party, sadly"
1963180377,sadness,Aaahhhh poor Chops the pig !!!
1963189857,sadness,@Saaaandra I want to go with you !  But I'm tierd....
1963190126,sadness,@debby41 Your not alone im gutted i missed the convention too!
1963190684,sadness,Stupid freshmen ruined theatre class.. Now we don't get to play warm-up games for the rest of the school year
1963191016,sadness,@LLDA  lo siento but I dint have enough room =/
1963192412,sadness,"Work, work. Me not that kind o' orc."
1963194328,sadness,@AdotEVANS im having a bad day
1963194568,sadness,@MandyyJirouxx  damn was about to call
1963197290,sadness,"I got a text from this guy who I don't like, and who has the same name as the guy I do! How disapointing!"
1963197842,sadness,"As of tomorrow, both roomies will be gone"
1963198495,sadness,"Just changed my car tires, cost me a bomb."
1963200194,happiness,"@jerricklim LOL YES! took me awhile to get accustomed to it. now back apple v, a, x, c! btw, apple up &amp; down still is home and end."
1963200309,sadness,I wanna see my mama but she hasn't called me back yet  MAMA...MAMA!!!
1963200788,sadness,All done cleaning! Taking a break...OMG my back hurts
1963200944,sadness,"Wanted to take a photo of the storm, but misplaced my camera!"
1963201413,happiness,just hanging around the house. Thank god its friday. With nina &amp; @missmarissxox later and working on a global project
1963202301,happiness,Rain Rain Rain go away come back next week when I'm gone (via @GigglingMarlin) raining lie crazy in the Keys
1963202918,sadness,Saying good bye to ronald today was difficult and sad well miss yuu!
1963211219,sadness,I've just realised. I won't be able to talk to any of you crazy cats on Sunday. Is sad now.
1963211278,sadness,"Sitting, wondering, &amp; wishing for a bunch of stuff that will never be"
1963211668,sadness,@HalestormRocks I wish y'all...unfortunately I won't be able to make it...gotta work my 2nd gig today
1963211690,happiness,"@rbmartin yeh, i knew wot i meant...kinda!! lol seems to be alot of radio bods on here....i've lost count"
1963213044,sadness,http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf
1963213138,sadness,"@Alyssa_Milano We had a local pet store get shut down last for something like that....it's horrible, what some animals go through."
1963214347,happiness,@ikklePickle haha I fail  just remember sohcahtoa xD
1963214512,happiness,i wanna see UPPPPPP
1963215074,sadness,@luuloo  im really sorry i know wallah how u feel this life is shittttttttt
1963215140,sadness,lunch in the forrest ... its so baron.  fpu is so dead
1963215426,sadness,NO ONE...THALIA AND FAT JOE----WTF IS UP WITH TERRI....IM NOT GETN NE FUNNIES TODAY
1963216187,happiness,@pinkbunny69 aww hope uve hada good day  xxxxx
1963216629,sadness,"Yeah, that didn't last long.."
1963216854,sadness,#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books
1963217907,happiness,@TheExplodingBoi White wine reminds me of vinegar
1963218081,sadness,@dougiemcfly ME TOO! hehe i hate colds. totaly annoying...
1963218268,sadness,Work has really sucked the past 2 days &amp; now my 11:00 meeting on Mon got rescheduled to 9 am! That's just plain evil...i need a new job!!
1963218479,sadness,Sad face moment of the day
1963219839,sadness,"Sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. He graduates tomorrow."
1963221266,sadness,"@SosiP oooh...I wish I could've gone there today, too!   I know Zach was looking forward to it."
1963223882,sadness,"@Zee I can't, #gravity won't let me."
1963224895,sadness,"@suzanella I missed mine, too. Not fun..."
1963224900,sadness,"@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine"
1963225083,sadness,Had a relaxing day at the park in the sun. Back to work tomorrow
1963225790,sadness,@MichyVasquez oh  just be careful on the road.
1963226515,happiness,"I've knack my iphone, I got melted chocolate into the speaker, I now can't hear it when it rings"
1963226964,sadness,My friend's son just got to visit Daddy after 3 yrs. Denied cuz Daddy lost job &amp; could not pay a ton of support. Kids want parents not $!
1963228342,sadness,@2Mbs: to triste
1963228567,happiness,@drew8890. Haha I want another bagel. I have all this blueberry cream cheese left and no more bagel
1963229402,sadness,there's only one more cherry dr. pepper left in the fridge...thank God. im addicted to that stuff but it does sad things to my skin.
1963229935,sadness,so im super sick w/ a fever
1963231084,sadness,"@chrisettefan HEY! aww man, no, i didnt IGNORE YOU i just dont have mobile web. so i can only txt.  i can see you unless i'm here &gt;"
1963231462,sadness,I am so hungry! And there is no food for me to steal
1963233323,happiness,"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire"
1963233637,sadness,ughhhhhhhh i don't feel good
1963235438,sadness,@emzo2k9 miss u m8   we NEED tae have a catch up n that
1963235455,happiness,happy that Google Wave is trending.  Can't watch the video for it... certain flash videos are blocked by my company's network.
1963267060,sadness,@MegFitzgerald my heart hurts too.
1963268180,happiness,@scitadel oh well   Its great to see the canadian math trades getting bigger though.
1963270286,sadness,it makes me want to cry when 2 grown men discuss characters on All My Children.
1963271404,happiness,@KristenSavage  I knew it! I use to love that show too  Happy weekend to you too!
1963271422,sadness,looks like we're rained out for weekend climbing
1963271780,happiness,my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page
1963273525,sadness,"excited to see &quot;UP&quot; for Logan's Birthday in 2 weeks. Sad he wont have a party bc he doesn't know any kids, tho."
1963274957,happiness,Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my &quot;job&quot; interview. Too much cleavage?
1963275395,sadness,Looking for food at home!.... nothing
1963275568,sadness,I don't wanna go to work
1963276221,sadness,.... So I always get left out
1963276292,sadness,back garden times. my feet hurt
1963276628,sadness,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.
1963277074,sadness,"@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price."
1963278132,sadness,my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august
1963279286,sadness,@Eujean2 yeah
1963280484,happiness,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
1963280865,sadness,@sidrajalil1132 why were you even asking others then  you should have been enjoying the sadness of missing it like me.
1963282166,happiness,@mileycyrus  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing &quot;The Climb&quot;
1963283923,sadness,@MicahJosiahD i really am going to miss you
1963293697,sadness,Follow @Mz5thAve cause she really shop there!!! Even though she don't be showin love no more
1963296113,sadness,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking
1963296289,sadness,"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn't help its hot outside 2"
1963297235,sadness,@stereophonics http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!
1963297721,sadness,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
1963298944,sadness,Battery is going to die!
1963300335,happiness,I just wanna be better already
1963300826,sadness,@daynah it doesn't work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful
1963300979,happiness,@meeshthebeast me and dee mack talking about your baby!  She's almost all grown up!
1963301381,sadness,disappointed the didnt win teh glasses.
1963301735,sadness,Off to the porn store. I forgot to put Dave in my iPod.  Fail.
1963301756,sadness,Well rite i gt a headache
1963302156,happiness,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
1963302968,happiness,Just one of those days.... I pray it will get better..
1963305956,sadness,@srubin sorry to disappoint.
1963306960,sadness,This sars has really got me down.
1963307029,happiness,all alone for the weekend!
1963308203,sadness,@AgesTheGreat UGH! &amp; DiDNT HiT ME UP? OK  LOL JK. WHAT WERE U DOiN HERE?
1963308678,sadness,i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..
1963308922,happiness,time to get ready for work
1963309177,sadness,I am tired.
1963315429,happiness,@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
1963316372,sadness,I'm wishing I was outside instead of trapped in my office.
1963317439,sadness,I shrunk my favourite cardigan.  Hubby said he'd buy me a new one. I practically lived in it and it's gone. I shall say a few words ;)
1963317454,sadness,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
1963317624,sadness,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
1963319587,happiness,Workout done for today. Now time to get ready for work
1963320872,happiness,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
1963320899,sadness,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
1963321779,sadness,"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony..."
1963323031,happiness,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
1963323725,sadness,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
1963325012,sadness,@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....
1963325663,sadness,@OliverPhelps have a good time!! Sadly that means I'm probably gonna have rain
1963326035,sadness,&lt;i&gt;Waiting For Natie to come online I miss him
1963327262,sadness,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update &amp; it is the biznesssss!
1963330222,sadness,havent been on here in ages  sorry twitter.. tweetdeck is broken
1963330278,happiness,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
1963330577,sadness,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd"
1963341856,sadness,no one to go see Tiesto with
1963342674,sadness,Watching Dr. Phil's special on same-sex marriage. It's sad how ignorant some people are
1963343021,sadness,this sucks schools over and there is nothing to do
1963344519,sadness,i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.
1963347629,sadness,I'm at work....bored out of my mind.
1963350222,sadness,"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!"
1963350545,sadness,@eddieishere can only walk on streets as am in london town....no fields
1963350554,sadness,no #thedailyshow this week
1963352680,sadness,Why does flickr no longer recognize my e-mail addresses.  I can't log in.
1963353091,sadness,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
1963353114,sadness,Last day of work. Taking myself off of all these shared googledocs... actually kinda getting to me
1963363246,sadness,@LiveFreeT  awww that's sad...
1963363523,sadness,@CrypticIrnAngel Sad  nothing.
1963363911,happiness,i love the dreambears!.. i want a gay best friend!
1963364396,sadness,"im very tired,bored and sad.what a great evening!"
